Vdd,Vdd18,sys_osc_trim,sys_clk_period[ns],sys_clk_freq[MHz],pre-bck_grd_iddw[mA],pre-bck_grd_idd18w[mA],Vwl,Vbl,write speed[ns],write-data,iddw[mA],idd18w[mA],Lot Bin Wafer,Part Number,Temp,Date
0.80,1.98,0x9f,4.993667,200.25,2.698125,4.676250,0x09,0x15,25.00,solid0xff,2.985000,66.995621,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.963665,201.46,2.690625,4.698750,0x09,0x15,40.00,ckbd-0xaa,3.083750,70.266876,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.963665,201.46,2.690625,4.698750,0x09,0x15,40.00,solid0x00,2.995625,71.927498,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.963665,201.46,2.690625,4.698750,0x09,0x15,40.00,solid0xff,2.929375,67.656242,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.993014,200.28,2.673750,4.715625,0x09,0x15,60.00,ckbd-0xaa,2.962500,71.418121,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.993014,200.28,2.673750,4.715625,0x09,0x15,60.00,solid0x00,2.901250,72.894997,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.993014,200.28,2.673750,4.715625,0x09,0x15,60.00,solid0xff,2.876875,67.729378,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.976598,200.94,2.743125,4.730000,0x09,0x15,80.00,ckbd-0xaa,2.896875,71.469994,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.976598,200.94,2.743125,4.730000,0x09,0x15,80.00,solid0x00,2.844375,74.768745,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.976598,200.94,2.743125,4.730000,0x09,0x15,80.00,solid0xff,2.821875,67.948128,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.058792,197.68,2.761250,4.731250,0x09,0x15,100.00,ckbd-0xaa,2.903750,72.234375,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.058792,197.68,2.761250,4.731250,0x09,0x15,100.00,solid0x00,2.835625,75.428757,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.058792,197.68,2.761250,4.731250,0x09,0x15,100.00,solid0xff,2.845000,68.178757,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.991019,200.36,2.680625,4.696875,0x09,0x16,20.00,ckbd-0xaa,3.118125,68.779373,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.991019,200.36,2.680625,4.696875,0x09,0x16,20.00,solid0x00,3.012500,69.288742,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.991019,200.36,2.680625,4.696875,0x09,0x16,20.00,solid0xff,2.953750,66.900002,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.898070,204.16,2.686875,4.711250,0x09,0x16,25.00,ckbd-0xaa,3.116250,68.883125,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.898070,204.16,2.686875,4.711250,0x09,0x16,25.00,solid0x00,3.007500,70.439377,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.898070,204.16,2.686875,4.711250,0x09,0x16,25.00,solid0xff,2.933750,66.932495,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.938704,202.48,2.676250,4.719375,0x09,0x16,40.00,ckbd-0xaa,2.982500,70.600624,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.938704,202.48,2.676250,4.719375,0x09,0x16,40.00,solid0x00,2.942500,71.753128,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.938704,202.48,2.676250,4.719375,0x09,0x16,40.00,solid0xff,2.881875,67.569382,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.957068,201.73,2.667500,4.699375,0x09,0x16,60.00,ckbd-0xaa,2.999375,71.226242,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.957068,201.73,2.667500,4.699375,0x09,0x16,60.00,solid0x00,2.960625,74.394997,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.957068,201.73,2.667500,4.699375,0x09,0x16,60.00,solid0xff,2.871875,67.716873,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.975764,200.97,2.726875,4.718750,0x09,0x16,80.00,ckbd-0xaa,2.957500,71.559372,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.975764,200.97,2.726875,4.718750,0x09,0x16,80.00,solid0x00,2.883125,74.229996,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.975764,200.97,2.726875,4.718750,0x09,0x16,80.00,solid0xff,2.854375,67.876877,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.994834,200.21,2.755000,4.705625,0x09,0x16,100.00,ckbd-0xaa,2.943125,73.190628,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.994834,200.21,2.755000,4.705625,0x09,0x16,100.00,solid0x00,2.896250,75.135620,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.994834,200.21,2.755000,4.705625,0x09,0x16,100.00,solid0xff,2.881250,68.319374,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.995444,200.18,2.669375,4.711875,0x0b,0x0e,20.00,ckbd-0xaa,3.078750,67.412491,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.995444,200.18,2.669375,4.711875,0x0b,0x0e,20.00,solid0x00,2.970000,67.849998,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.995444,200.18,2.669375,4.711875,0x0b,0x0e,20.00,solid0xff,2.871875,65.934998,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.027812,198.89,2.709375,4.738750,0x0b,0x0e,25.00,ckbd-0xaa,3.050625,67.946877,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.027812,198.89,2.709375,4.738750,0x0b,0x0e,25.00,solid0x00,2.976250,68.297501,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.027812,198.89,2.709375,4.738750,0x0b,0x0e,25.00,solid0xff,2.931250,66.384377,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.995138,200.19,2.754375,4.735000,0x0b,0x0e,40.00,ckbd-0xaa,3.143750,68.628746,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.995138,200.19,2.754375,4.735000,0x0b,0x0e,40.00,solid0x00,3.032500,69.861252,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.995138,200.19,2.754375,4.735000,0x0b,0x0e,40.00,solid0xff,2.965625,66.571251,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.020312,199.19,2.741875,4.710000,0x0b,0x0e,60.00,ckbd-0xaa,3.018125,69.161873,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.020312,199.19,2.741875,4.710000,0x0b,0x0e,60.00,solid0x00,2.921250,70.816246,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.020312,199.19,2.741875,4.710000,0x0b,0x0e,60.00,solid0xff,2.893125,66.586250,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.932910,202.72,2.705625,4.708750,0x0b,0x0e,80.00,ckbd-0xaa,2.973750,70.448120,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.932910,202.72,2.705625,4.708750,0x0b,0x0e,80.00,solid0x00,2.909375,72.172501,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.932910,202.72,2.705625,4.708750,0x0b,0x0e,80.00,solid0xff,2.871875,67.003746,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.962157,201.53,2.656250,4.681875,0x0b,0x0e,100.00,ckbd-0xaa,2.938750,70.891869,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.962157,201.53,2.656250,4.681875,0x0b,0x0e,100.00,solid0x00,2.885000,72.148750,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.962157,201.53,2.656250,4.681875,0x0b,0x0e,100.00,solid0xff,2.832500,67.123741,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.031178,198.76,2.683125,4.720625,0x0b,0x0f,20.00,ckbd-0xaa,3.083750,67.749374,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.031178,198.76,2.683125,4.720625,0x0b,0x0f,20.00,solid0x00,3.013750,68.043129,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.031178,198.76,2.683125,4.720625,0x0b,0x0f,20.00,solid0xff,2.881875,66.175621,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.030468,198.79,2.720000,4.721250,0x0b,0x0f,25.00,ckbd-0xaa,3.166250,67.729996,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.030468,198.79,2.720000,4.721250,0x0b,0x0f,25.00,solid0x00,3.008125,68.611870,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.030468,198.79,2.720000,4.721250,0x0b,0x0f,25.00,solid0xff,2.957500,66.335617,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.068609,197.29,2.734375,4.695000,0x0b,0x0f,40.00,ckbd-0xaa,3.102500,68.782501,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.068609,197.29,2.734375,4.695000,0x0b,0x0f,40.00,solid0x00,2.983125,70.184998,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.068609,197.29,2.734375,4.695000,0x0b,0x0f,40.00,solid0xff,2.919375,66.822502,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.998236,200.07,2.712500,4.711250,0x0b,0x0f,60.00,ckbd-0xaa,3.013750,69.741257,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.998236,200.07,2.712500,4.711250,0x0b,0x0f,60.00,solid0x00,2.916875,72.229996,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.998236,200.07,2.712500,4.711250,0x0b,0x0f,60.00,solid0xff,2.880000,66.869995,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.012393,199.51,2.669375,4.702500,0x0b,0x0f,80.00,ckbd-0xaa,3.022500,70.306252,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.012393,199.51,2.669375,4.702500,0x0b,0x0f,80.00,solid0x00,2.953750,72.683121,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.012393,199.51,2.669375,4.702500,0x0b,0x0f,80.00,solid0xff,2.869375,67.205620,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.989475,200.42,2.705625,4.731250,0x0b,0x0f,100.00,ckbd-0xaa,2.923750,70.281250,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.989475,200.42,2.705625,4.731250,0x0b,0x0f,100.00,solid0x00,2.878125,73.769371,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.989475,200.42,2.705625,4.731250,0x0b,0x0f,100.00,solid0xff,2.855625,67.343750,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.980718,200.77,2.660625,4.697500,0x0b,0x10,20.00,ckbd-0xaa,3.094375,67.484367,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.980718,200.77,2.660625,4.697500,0x0b,0x10,20.00,solid0x00,2.991250,68.382492,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.980718,200.77,2.660625,4.697500,0x0b,0x10,20.00,solid0xff,2.938750,66.070000,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.967711,201.30,2.729375,4.696875,0x0b,0x10,25.00,ckbd-0xaa,3.093750,67.900620,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.967711,201.30,2.729375,4.696875,0x0b,0x10,25.00,solid0x00,3.011250,69.451874,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.967711,201.30,2.729375,4.696875,0x0b,0x10,25.00,solid0xff,2.947500,66.413750,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.955017,201.82,2.704375,4.723750,0x0b,0x10,40.00,ckbd-0xaa,3.095625,68.711250,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.955017,201.82,2.704375,4.723750,0x0b,0x10,40.00,solid0x00,2.997500,70.745003,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.955017,201.82,2.704375,4.723750,0x0b,0x10,40.00,solid0xff,2.926250,66.676872,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.972322,201.11,2.664375,4.713125,0x0b,0x10,60.00,ckbd-0xaa,2.968125,69.258133,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.972322,201.11,2.664375,4.713125,0x0b,0x10,60.00,solid0x00,2.894375,72.180000,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.972322,201.11,2.664375,4.713125,0x0b,0x10,60.00,solid0xff,2.873125,66.989372,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.987923,200.48,2.713750,4.740000,0x0b,0x10,80.00,ckbd-0xaa,2.970625,70.349998,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.987923,200.48,2.713750,4.740000,0x0b,0x10,80.00,solid0x00,2.972500,72.474380,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.987923,200.48,2.713750,4.740000,0x0b,0x10,80.00,solid0xff,2.838750,67.505630,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.962848,201.50,2.676250,4.698750,0x0b,0x10,100.00,ckbd-0xaa,2.915000,71.318756,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.962848,201.50,2.676250,4.698750,0x0b,0x10,100.00,solid0x00,2.908125,72.958755,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.962848,201.50,2.676250,4.698750,0x0b,0x10,100.00,solid0xff,2.886250,67.356247,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.987594,200.50,2.695625,4.686250,0x0b,0x11,20.00,ckbd-0xaa,3.083125,67.608749,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.987594,200.50,2.695625,4.686250,0x0b,0x11,20.00,solid0x00,2.937500,68.703125,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.987594,200.50,2.695625,4.686250,0x0b,0x11,20.00,solid0xff,2.904375,66.120621,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.961224,201.56,2.715000,4.723125,0x0b,0x11,25.00,ckbd-0xaa,3.130625,68.395622,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.961224,201.56,2.715000,4.723125,0x0b,0x11,25.00,solid0x00,3.015625,69.055000,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.961224,201.56,2.715000,4.723125,0x0b,0x11,25.00,solid0xff,2.920625,66.376869,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.005213,199.79,2.675625,4.710000,0x0b,0x11,40.00,ckbd-0xaa,3.080000,69.133751,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.005213,199.79,2.675625,4.710000,0x0b,0x11,40.00,solid0x00,3.025625,70.990623,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.005213,199.79,2.675625,4.710000,0x0b,0x11,40.00,solid0xff,2.949375,66.824997,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.085706,196.63,2.725625,4.726874,0x0b,0x11,60.00,ckbd-0xaa,2.920000,69.914993,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.085706,196.63,2.725625,4.726874,0x0b,0x11,60.00,solid0x00,2.870000,71.771873,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.085706,196.63,2.725625,4.726874,0x0b,0x11,60.00,solid0xff,2.831875,67.285622,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.991721,200.33,2.720000,4.731875,0x0b,0x11,80.00,ckbd-0xaa,2.994375,71.168129,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.991721,200.33,2.720000,4.731875,0x0b,0x11,80.00,solid0x00,2.883750,73.330620,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.991721,200.33,2.720000,4.731875,0x0b,0x11,80.00,solid0xff,2.866250,67.391251,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.035682,198.58,2.686250,4.678125,0x0b,0x11,100.00,ckbd-0xaa,2.957500,71.196877,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.035682,198.58,2.686250,4.678125,0x0b,0x11,100.00,solid0x00,2.910000,72.669365,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.035682,198.58,2.686250,4.678125,0x0b,0x11,100.00,solid0xff,2.863125,67.650620,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.978559,200.86,2.719375,4.698125,0x0b,0x12,20.00,ckbd-0xaa,3.075625,67.439377,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.978559,200.86,2.719375,4.698125,0x0b,0x12,20.00,solid0x00,2.990000,68.883125,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.978559,200.86,2.719375,4.698125,0x0b,0x12,20.00,solid0xff,2.907500,66.397499,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.038788,198.46,2.718125,4.728126,0x0b,0x12,25.00,ckbd-0xaa,3.136250,68.160629,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.038788,198.46,2.718125,4.728126,0x0b,0x12,25.00,solid0x00,2.998750,69.534370,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.038788,198.46,2.718125,4.728126,0x0b,0x12,25.00,solid0xff,2.945000,66.296875,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.031848,198.73,2.654375,4.721250,0x0b,0x12,40.00,ckbd-0xaa,3.019375,69.660004,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.031848,198.73,2.654375,4.721250,0x0b,0x12,40.00,solid0x00,2.950000,70.486244,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.031848,198.73,2.654375,4.721250,0x0b,0x12,40.00,solid0xff,2.882500,67.088127,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.026902,198.93,2.668125,4.708125,0x0b,0x12,60.00,ckbd-0xaa,2.949375,70.123123,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.026902,198.93,2.668125,4.708125,0x0b,0x12,60.00,solid0x00,2.896250,72.229370,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.026902,198.93,2.668125,4.708125,0x0b,0x12,60.00,solid0xff,2.840625,67.232498,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.019940,199.21,2.703750,4.728750,0x0b,0x12,80.00,ckbd-0xaa,2.960000,70.620621,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.019940,199.21,2.703750,4.728750,0x0b,0x12,80.00,solid0x00,2.922500,73.941246,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.019940,199.21,2.703750,4.728750,0x0b,0x12,80.00,solid0xff,2.832500,67.435623,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.003151,199.87,2.720000,4.711875,0x0b,0x12,100.00,ckbd-0xaa,2.925000,70.968124,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.003151,199.87,2.720000,4.711875,0x0b,0x12,100.00,solid0x00,2.905625,73.911247,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.003151,199.87,2.720000,4.711875,0x0b,0x12,100.00,solid0xff,2.899375,67.741875,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.061681,197.56,2.753125,4.744375,0x0b,0x13,20.00,ckbd-0xaa,3.082500,67.818123,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.061681,197.56,2.753125,4.744375,0x0b,0x13,20.00,solid0x00,2.963750,68.864372,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.061681,197.56,2.753125,4.744375,0x0b,0x13,20.00,solid0xff,2.931250,66.297501,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.074532,197.06,2.651250,4.700000,0x0b,0x13,25.00,ckbd-0xaa,3.079375,68.448120,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.074532,197.06,2.651250,4.700000,0x0b,0x13,25.00,solid0x00,2.956250,69.555618,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.074532,197.06,2.651250,4.700000,0x0b,0x13,25.00,solid0xff,2.873125,66.866249,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.994073,200.24,2.699375,4.705000,0x0b,0x13,40.00,ckbd-0xaa,3.078125,69.253120,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.994073,200.24,2.699375,4.705000,0x0b,0x13,40.00,solid0x00,2.985625,71.108749,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.994073,200.24,2.699375,4.705000,0x0b,0x13,40.00,solid0xff,2.933750,67.057503,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.934244,202.67,2.741250,4.715625,0x0b,0x13,60.00,ckbd-0xaa,2.966250,70.235626,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.934244,202.67,2.741250,4.715625,0x0b,0x13,60.00,solid0x00,2.879375,72.907509,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,4.934244,202.67,2.741250,4.715625,0x0b,0x13,60.00,solid0xff,2.826875,67.200623,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.004889,199.80,2.681875,4.700000,0x0b,0x13,80.00,ckbd-0xaa,2.883750,70.843750,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.004889,199.80,2.681875,4.700000,0x0b,0x13,80.00,solid0x00,2.816875,73.943115,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.004889,199.80,2.681875,4.700000,0x0b,0x13,80.00,solid0xff,2.829375,67.245003,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.021155,199.16,2.702500,4.706250,0x0b,0x13,100.00,ckbd-0xaa,2.939375,71.490623,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.021155,199.16,2.702500,4.706250,0x0b,0x13,100.00,solid0x00,2.865000,74.095001,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.021155,199.16,2.702500,4.706250,0x0b,0x13,100.00,solid0xff,2.811250,67.981247,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.042565,198.31,2.668750,4.716875,0x0b,0x14,20.00,ckbd-0xaa,3.070000,68.010620,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.042565,198.31,2.668750,4.716875,0x0b,0x14,20.00,solid0x00,2.969375,69.199997,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.042565,198.31,2.668750,4.716875,0x0b,0x14,20.00,solid0xff,2.878750,66.371254,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.023598,199.06,2.714375,4.704999,0x0b,0x14,25.00,ckbd-0xaa,3.125625,69.087502,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.023598,199.06,2.714375,4.704999,0x0b,0x14,25.00,solid0x00,3.018125,69.837502,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.023598,199.06,2.714375,4.704999,0x0b,0x14,25.00,solid0xff,2.932500,66.855629,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.063216,197.50,2.695625,4.687500,0x0b,0x14,40.00,ckbd-0xaa,2.995625,69.288124,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.063216,197.50,2.695625,4.687500,0x0b,0x14,40.00,solid0x00,2.971250,71.366249,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.063216,197.50,2.695625,4.687500,0x0b,0x14,40.00,solid0xff,2.878125,67.126877,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.035118,198.61,2.654375,4.713750,0x0b,0x14,60.00,ckbd-0xaa,3.002500,71.319374,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.035118,198.61,2.654375,4.713750,0x0b,0x14,60.00,solid0x00,2.931250,73.041878,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.035118,198.61,2.654375,4.713750,0x0b,0x14,60.00,solid0xff,2.880000,67.610619,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.073892,197.09,2.650000,4.666875,0x0b,0x14,80.00,ckbd-0xaa,2.928750,71.145622,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.073892,197.09,2.650000,4.666875,0x0b,0x14,80.00,solid0x00,2.882500,73.466248,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.073892,197.09,2.650000,4.666875,0x0b,0x14,80.00,solid0xff,2.808750,67.925621,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.046517,198.16,2.701875,4.703125,0x0b,0x14,100.00,ckbd-0xaa,2.890000,72.406876,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.046517,198.16,2.701875,4.703125,0x0b,0x14,100.00,solid0x00,2.875625,74.004372,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.046517,198.16,2.701875,4.703125,0x0b,0x14,100.00,solid0xff,2.846250,67.996872,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.001801,199.93,2.726875,4.703125,0x0b,0x15,20.00,ckbd-0xaa,3.153750,68.416252,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.001801,199.93,2.726875,4.703125,0x0b,0x15,20.00,solid0x00,2.993750,68.672501,P9KT98.AC_a_0,Q0128,25C,231205
0.80,1.98,0x9f,5.001801,199.93,2.726875,4.703125,0x0b,0x15,20.00,solid0xff,2.939375,66.889381,P9KT98.AC_a_0,Q0128,25C,231205
